laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_IDR,HDD,SSD,Flash Storage,Hybrid,Memory_2,Touchscreen,IPS,TypeResolution,x_res,y_res
665,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,16,256,AMD Radeon 530,Windows 10,2.2,19295000.0,1,1,0,0,2000,0,0,1,1920,1080
666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128,Nvidia GeForce GTX 960,Windows 10,3.31,20332000.0,1,1,0,0,1000,0,1,1,1920,1080
667,Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512,Nvidia GeForce GTX 1070,Windows 10,4.42,53505290.0,1,1,0,0,1000,0,1,3,3840,2160
668,Dell,Latitude E7470,Notebook,14.0,1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,1.56,20893000.0,0,1,0,0,0,0,0,1,1920,1080
669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500,Intel HD Graphics 500,Windows 10,2.2,7123000.0,1,0,0,0,0,0,0,0,1366,768
670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.2,9095000.0,1,0,0,0,0,0,0,1,1920,1080
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1000,AMD Radeon R5 M430,Windows 10,2.04,9163000.0,1,0,0,0,0,0,0,0,1920,1080
672,MSI,GP72VR Leopard,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1060,Windows 10,2.7,25275090.0,1,1,0,0,1000,0,0,1,1920,1080
673,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4,128,Intel HD Graphics 520,Windows 10,2.1,8466000.0,0,1,0,0,0,0,0,0,1366,768
674,Dell,Latitude 3580,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 620,Windows 10,2.06,16235000.0,1,0,0,0,0,0,0,1,1920,1080
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,1000,AMD Radeon 530,Windows 10,2.1,12665000.0,1,0,0,0,0,0,0,1,1920,1080
676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.0,21386000.0,0,1,0,0,0,0,1,1,1920,1080
677,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Linux,2.1,7004000.0,0,1,0,0,0,0,0,0,1366,768
678,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7 7600U 2.8GHz,8,256,Intel Iris Plus Graphics 640,Windows 10 S,1.252,31753450.0,0,1,0,0,0,1,0,0,2256,1504
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,128,AMD Radeon R5 M430,Windows 10,1.9,13905150.0,1,1,0,0,1000,0,0,1,1920,1080
680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.3,17578000.0,0,1,0,0,0,1,1,1,1920,1080
681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128,AMD Radeon R2 Graphics,Windows 10,2.2,5933000.0,0,1,0,0,0,0,0,0,1366,768
682,HP,Pavilion X360,2 in 1 Convertible,14.0,1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Nvidia GeForce 940MX,Windows 10,1.63,11883000.0,0,1,0,0,0,1,1,1,1920,1080
683,MSI,GP62 7RDX,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050,Windows 10,2.4,21998000.0,1,1,0,0,1000,0,0,1,1920,1080
684,Asus,Zenbook 3,Ultrabook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.1,19295000.0,0,1,0,0,0,0,0,1,1920,1080
685,HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64,Intel HD Graphics 500,Chrome OS,1.4,8415000.0,0,0,1,0,0,1,0,0,1366,768
686,LG,Gram 15Z975,Ultrabook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel HD Graphics 620,Windows 10,1.09,39083000.0,0,1,0,0,0,0,1,1,1920,1080
687,Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,22083000.0,0,1,0,0,0,0,0,1,1920,1080
688,MSI,GV62M 7RD,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.2,16964300.0,0,1,0,0,0,0,0,1,1920,1080
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,Windows 10,1.86,7123000.0,0,1,0,0,0,0,0,0,1366,768
690,Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128,Nvidia GeForce GTX 1060,Windows 10,3.21,34867000.0,1,1,0,0,1000,0,0,1,1920,1080
691,HP,17-bs000nv I3,Notebook,17.3,1920x1080,Intel Core i3 6006U 2GHz,4,256,AMD Radeon R5 520,Windows 10,2.5,11883000.0,0,1,0,0,0,0,1,1,1920,1080
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows 10,1.19,25483000.0,0,1,0,0,0,1,1,1,1920,1080
693,Dell,Alienware 15,Gaming,15.6,1920x1080,Intel Core i7 7820HK 2.9GHz,16,256,Nvidia GeForce GTX 1070,Windows 10,3.49,47833750.0,1,1,0,0,1000,0,0,1,1920,1080
694,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,AMD Radeon 520,Windows 10,1.86,10414370.0,1,0,0,0,0,0,0,0,1366,768
695,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000,AMD Radeon R5 M430,Windows 10,2.2,9276390.0,1,0,0,0,0,0,0,0,1366,768
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD A10-Series 9600P 2.4GHz,6,2000,AMD Radeon R7 M440,Windows 10,2.65,9673000.0,1,0,0,0,0,0,1,1,1920,1080
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500,Intel HD Graphics 510,Windows 10,2.1,5406000.0,1,0,0,0,0,0,0,0,1366,768
698,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32,Intel HD Graphics 510,Chrome OS,1.45,6375000.0,0,0,1,0,0,0,0,0,1366,768
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.7,11883000.0,0,1,0,0,0,0,0,1,1920,1080
700,HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500,Nvidia Quadro M1200,Windows 10,3.14,32435830.0,1,0,0,0,0,0,0,1,1920,1080
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.42,44030000.0,0,1,0,0,0,1,0,0,2560,1440
702,Toshiba,Satellite Pro,Notebook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.5,16541000.0,0,1,0,0,0,0,1,1,1920,1080
703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32,Intel HD Graphics,Windows 10,1.4,4573000.0,0,0,1,0,0,0,0,0,1366,768
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.38,29733000.0,0,1,0,0,0,1,0,1,1920,1080
705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64,Intel HD Graphics 515,Chrome OS,1.2,11373000.0,0,0,1,0,0,1,0,1,1920,1080
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,1.36,31909000.0,0,1,0,0,0,1,0,1,1920,1080
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,4,500,AMD Radeon 530,Windows 10,2.1,11713000.0,1,0,0,0,0,0,1,1,1920,1080
708,Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000,Nvidia GeForce GTX 1050,Windows 10,2.56,13923000.0,1,0,0,0,0,0,0,1,1920,1080
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,AMD A9-Series 9420 2.9GHz,4,256,AMD Radeon 530,Windows 10,2.2,6783000.0,0,1,0,0,0,0,0,1,1920,1080
710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1000,AMD Radeon R7,Windows 10,2.2,7293000.0,1,0,0,0,0,0,0,0,1366,768
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,1000,Intel HD Graphics 620,Windows 10,2.1,10564650.0,1,0,0,0,1000,0,0,1,1920,1080
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,No OS,1.9,7650000.0,1,0,0,0,0,0,0,0,1366,768
713,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.18,13515000.0,0,1,0,0,0,0,0,1,1920,1080
714,Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,1.6,16983000.0,0,1,0,0,0,1,1,1,1920,1080
715,Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Nvidia Quadro M520M,Windows 7,2.18,31535000.0,0,1,0,0,0,0,0,1,1920,1080
716,Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.8,20247000.0,0,1,0,0,0,0,0,1,1920,1080
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,AMD A10-Series 9620P 2.5GHz,6,2000,AMD Radeon 530,Windows 10,2.71,11135170.0,1,0,0,0,0,0,1,1,1920,1080
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,21233000.0,1,1,0,0,1000,0,1,1,1920,1080
719,Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Nvidia GeForce 930MX,Linux,1.64,18513000.0,0,1,0,0,0,0,0,1,1920,1080
720,Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 620,Linux,1.98,12342000.0,1,0,0,0,0,0,0,1,1920,1080
721,Asus,VivoBook E403NA,Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.5,5066000.0,0,0,1,0,0,0,0,1,1920,1080
722,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U 2.6GHz,16,512,Intel HD Graphics 620,Windows 10,1.93,24253220.0,0,1,0,0,0,0,0,1,1920,1080
723,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 920MX,Windows 10,1.87,14570190.0,0,1,0,0,0,0,1,1,1920,1080
724,Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.9,20043000.0,0,1,0,0,0,0,0,1,1920,1080
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500,AMD Radeon R4,Windows 10,2.19,5066000.0,1,0,0,0,0,0,0,0,1366,768
726,Mediacom,Smartbook 142,Notebook,14.0,1920x1200,Intel Atom Z8350 1.92GHz,4,32,Intel HD Graphics 400,Windows 10,1.4,4505000.0,1,0,0,0,0,0,1,1,1920,1200
727,HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,2.63,20400000.0,0,1,0,0,0,0,0,1,1920,1080
728,Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,1.17,28672880.0,0,1,0,0,0,0,1,2,2560,1440
729,HP,Pavilion X360,2 in 1 Convertible,13.3,1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.58,14222200.0,0,1,0,0,0,1,1,0,1366,768
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.32,25483000.0,0,1,0,0,0,0,1,1,1920,1080
731,Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1000,Nvidia GeForce GTX 1070,Windows 10,4.36,62209800.0,1,1,0,0,1000,0,0,3,3840,2160
732,MSI,GL72M 7REX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,22924160.0,1,1,0,0,1000,0,0,1,1920,1080
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1000,Intel HD Graphics 620,No OS,1.9,8328300.0,1,0,0,0,0,0,0,0,1366,768
734,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,128,AMD Radeon 530,Windows 10,2.2,12223000.0,1,1,0,0,1000,0,0,1,1920,1080
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i3 7100U 2.4GHz,4,1000,Intel HD Graphics 620,Windows 10,1.71,11033000.0,1,0,0,0,0,1,0,1,1920,1080
736,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000,AMD Radeon R7 M445,Linux,2.32,10021840.0,1,0,0,0,0,0,0,0,1366,768
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1920x1080,AMD A9-Series 9420 3GHz,4,1000,AMD Radeon 520,Windows 10,2.1,8313000.0,1,0,0,0,0,0,0,1,1920,1080
738,Acer,Predator 17,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128,Nvidia GeForce GTX 1060,Windows 10,4.2,32895000.0,1,1,0,0,1000,0,1,1,1920,1080
739,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1000,Intel HD Graphics 620,Windows 10,2.25,11033000.0,1,0,0,0,0,0,0,0,1366,768
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,AMD A9-Series A9-9420 3GHz,6,128,AMD Radeon 520,Windows 10,2.1,11050000.0,1,1,0,0,1000,0,0,1,1920,1080
741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.4,9503000.0,1,0,0,0,0,0,0,0,1366,768
742,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.44,16320000.0,0,1,0,0,0,0,1,1,1920,1080
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,4,1000,Intel HD Graphics 620,Windows 10,1.85,13243000.0,1,0,0,0,0,0,0,1,1920,1080
744,HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia Quadro M2200,Windows 10,2.6,41123000.0,0,1,0,0,0,0,0,1,1920,1080
745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,1000,Intel UHD Graphics 620,Windows 10,1.55,11203000.0,1,0,0,0,0,1,0,1,1920,1080
746,MSI,GS63VR 7RF,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows 10,1.8,35606160.0,1,1,0,0,1000,0,0,1,1920,1080
747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,2.4,6983600.0,1,0,0,0,0,0,0,0,1366,768
748,Dell,Inspiron 7560,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,128,Nvidia GeForce 940MX,Windows 10,2.0,20519000.0,1,1,0,0,1000,0,0,1,1920,1080
749,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows 10,2.0,11305000.0,0,1,0,0,0,0,0,0,1366,768
750,Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.25,26095000.0,0,1,0,0,0,1,1,1,1920,1080
751,Lenovo,Flex 5,2 in 1 Convertible,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.7,16983000.0,0,1,0,0,0,1,0,1,1920,1080
752,Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,Intel Core i7 7600U 2.8GHz,16,1000,Nvidia Quadro M520M,Windows 10,2.5,56083000.0,0,1,0,0,0,0,1,3,3840,2160
753,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Chrome OS,1.68,5610000.0,0,0,1,0,0,0,0,0,1366,768
754,Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows 10,0.81,28033000.0,0,1,0,0,0,0,0,1,1920,1080
755,HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows 10,1.86,9163000.0,0,1,0,0,0,0,0,1,1920,1080
757,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.6,19154070.0,0,1,0,0,0,0,0,0,1366,768
758,HP,Zbook 17,Workstation,17.3,1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256,Nvidia Quadro M2000M,Windows 7,3.0,74613000.0,0,1,0,0,0,0,1,1,1920,1080
759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows 10,1.4,8075000.0,0,1,0,0,0,1,0,0,1366,768
760,HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,1.84,32300000.0,0,1,0,0,0,0,0,1,1920,1080
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1000,Nvidia GeForce GTX 950M,No OS,2.45,9843000.0,1,0,0,0,0,0,0,0,1366,768
762,Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Intel Core i5 6200U 2.3GHz,4,180,Intel HD Graphics 520,Windows 10,1.7,18632000.0,0,1,0,0,0,0,0,1,1920,1080
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256,Intel HD Graphics 620,Windows 10,2.37,14448300.0,0,1,0,0,0,0,0,0,1366,768
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i5 6260U 1.8GHz,8,256,Intel HD Graphics 540,Windows 10,1.3,20383000.0,0,1,0,0,0,1,1,2,3200,1800
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1050,Windows 10,2.2,18683000.0,1,1,0,0,1000,0,1,1,1920,1080
766,HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,2.59,26537000.0,0,1,0,0,0,0,0,1,1920,1080
767,Dell,Alienware 17,Gaming,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows 10,4.42,48772830.0,1,1,0,0,1000,0,1,3,3840,2160
768,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,2.1,10183000.0,0,1,0,0,0,0,0,0,1366,768
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows 10,2.5,17816000.0,1,1,0,0,1000,0,1,1,1920,1080
770,Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i7 7600U 2.8GHz,16,256,Intel HD Graphics 620,Windows 10,1.18,31603000.0,0,1,0,0,0,0,0,1,1920,1080
771,Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel Core i5 7Y57 1.2GHz,8,256,Intel HD Graphics 615,Chrome OS,1.1,26503000.0,0,1,0,0,0,1,0,0,2400,1600
772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.2,19193000.0,0,1,0,0,0,0,1,2,3200,1800
773,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,1.65,14433000.0,1,0,0,0,0,0,0,0,1366,768
774,Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.6,11135000.0,0,1,0,0,0,0,0,0,1366,768
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000,Nvidia GeForce 920MX,Windows 10,2.8,7995780.0,1,0,0,0,0,0,0,0,1366,768
776,Dell,Inspiron 7559,Gaming,15.6,3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128,Nvidia GeForce GTX 960M,Windows 10,2.72,18683000.0,1,1,0,0,1000,1,1,3,3840,2160
777,Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.31,27183000.0,0,1,0,0,0,1,0,1,1920,1080
778,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000,Intel HD Graphics 505,Linux,2.1,5066000.0,1,0,0,0,0,0,0,0,1366,768
779,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon R7 M445,Windows 10,2.3,20081590.0,0,1,0,0,0,0,0,1,1920,1080
780,Samsung,Notebook 9,2 in 1 Convertible,15.0,1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon 540,Windows 10,1.71,30583000.0,0,1,0,0,0,1,0,1,1920,1080
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.75,17340000.0,0,1,0,0,0,0,1,0,1366,768
782,Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000,Nvidia GeForce GTX 1050,Windows 10,2.62,18683000.0,1,0,0,0,0,0,0,1,1920,1080
783,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,1.26,21148000.0,0,1,0,0,0,0,0,0,1366,768
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,12,2000,Nvidia GeForce 940MX,Windows 10,2.3,14263000.0,1,0,0,0,0,1,0,1,1920,1080
785,Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M2000M,Windows 7,2.5,40290000.0,0,1,0,0,0,0,0,3,3840,2160
786,Acer,Swift 3,Notebook,14.0,1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,1.8,10812000.0,0,1,0,0,0,0,1,1,1920,1080
787,Razer,Blade Pro,Gaming,14.0,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1060,Windows 10,1.95,49283000.0,0,1,0,0,0,0,0,1,1920,1080
788,Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128,Intel HD Graphics 505,Windows 10,2.0,9892300.0,0,1,0,0,0,0,0,0,1920,1080
789,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1000,Nvidia GeForce GTX 1070M,Windows 10,4.42,61009600.0,1,1,0,0,1000,0,1,1,1920,1080
790,Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256,Nvidia GeForce GTX 1070,Windows 10,4.3,39950000.0,1,1,0,0,1000,0,1,1,1920,1080
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,1920x1080,Intel Core i7 6600U 2.6GHz,16,512,Nvidia GeForce 930M,Windows 10,1.47,29988000.0,0,1,0,0,0,0,1,1,1920,1080
792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1000,Intel HD Graphics 405,No OS,2.2,5593000.0,1,0,0,0,0,0,0,0,1366,768
